GeneID	GeneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000030717	Nupr1	3178.42751249584	4.21496623504599	0.629137950999408	6.69958985680385	2.09005317362732e-11	4.58686284950673e-09
ENSMUSG00000079516	Reg3a	178.805796413835	6.65138889803076	0.997515559244016	6.66795503728445	2.59392218580233e-11	5.58525282724078e-09
ENSMUSG00000047517	Dmbt1	18879.2045125638	3.70520167306165	0.556361742667789	6.65969887737963	2.74389179486648e-11	5.79875799315117e-09
ENSMUSG00000022479	Vdr	291.604388172895	-4.38124527790267	0.65933228473577	-6.64497307250543	3.03272514394164e-11	6.2926289713931e-09
ENSMUSG00000035187	Nkx6-1	354.946466143141	-4.32067186346605	0.651564500752307	-6.63122662219524	3.32908651350183e-11	6.78420273072908e-09
ENSMUSG00000045091	Aqp12	601.762414023722	4.37786418391527	0.665709412079819	6.57623897826212	4.82496852898861e-11	9.60896096161477e-09
ENSMUSG00000044988	Ucn3	436.649187901511	-5.1196958082885	0.778727166053939	-6.57444099996105	4.88362894999699e-11	9.60896096161477e-09
ENSMUSG00000030406	Gipr	151.605143407899	-5.62398725902642	0.862875357597507	-6.51772844073936	7.13800654170524e-11	1.38065984159221e-08
ENSMUSG00000002265	Peg3	2028.35082120712	-4.23604778219299	0.65647568701026	-6.45271084064806	1.09866870940839e-10	2.08966788529475e-08
ENSMUSG00000053965	Pde5a	389.498326938377	-4.14201468110012	0.64863489727205	-6.38574134466108	1.70569097778235e-10	3.19104023581184e-08
ENSMUSG00000005268	Prlr	393.125772756915	-4.85853593223918	0.769251316626236	-6.31592800327939	2.68545057401493e-10	4.9429616049449e-08
ENSMUSG00000068615	Gjd2	267.956310471313	-4.50539412323675	0.724893860937255	-6.21524662577702	5.12440995646871e-10	9.13746350362827e-08
ENSMUSG00000039878	Slc39a5	356.53937026508	4.26117478527204	0.685365197513166	6.21737841479787	5.05529593863298e-10	9.13746350362827e-08
ENSMUSG00000101088	1810018F18Rik	142.702867733585	5.99826556754062	0.969030770784532	6.18996398090062	6.01779644929798e-10	1.05653989352905e-07
ENSMUSG00000024899	Papss2	410.653475929941	-4.02798094603244	0.655995750363429	-6.14025463396812	8.23893047840868e-10	1.42458597908485e-07
ENSMUSG00000029420	Rimbp2	390.387557434073	-4.06884730329716	0.663160630136479	-6.13553808593822	8.48714289298558e-10	1.44560111484704e-07
ENSMUSG00000005373	Mlxipl	425.04606816178	-3.94627597281229	0.645707734849663	-6.11155134099653	9.86672489253672e-10	1.65586859520043e-07
ENSMUSG00000070880	Gad1	110.444493605841	-5.29064637854466	0.870061198083265	-6.0807749962875	1.19603032096664e-09	1.95381043201069e-07
ENSMUSG00000032890	Rims3	173.841410060613	-4.37452074666411	0.719440128500141	-6.08045141405154	1.19844663723053e-09	1.95381043201069e-07
ENSMUSG00000022211	Carmil3	175.999274369949	-4.35189272730681	0.717379564591568	-6.06637398402129	1.30830288665247e-09	2.10286655527859e-07
ENSMUSG00000029522	Pla2g1b	2210.71212046852	3.72218482228564	0.614357900834818	6.05865866985313	1.37261308736864e-09	2.1755917434793e-07
ENSMUSG00000030785	Cox6a2	104.403380828602	-5.54458818007202	0.917627762564864	-6.04230648446634	1.51926517308073e-09	2.37504851441058e-07
ENSMUSG00000020787	P2rx1	249.583789462222	4.46331755417468	0.739900735823314	6.03231938836794	1.61622938164115e-09	2.49248779774173e-07
ENSMUSG00000020581	Agr2	143.591928687369	5.32256120059212	0.883686680428492	6.02313163531135	1.71074194235037e-09	2.60306493948032e-07
ENSMUSG00000022491	Glycam1	293.369602921458	9.380361493228	1.57445944147042	5.95782987237035	2.55609402357482e-09	3.83817697329419e-07
ENSMUSG00000006345	Ggt1	372.995189959341	4.06362199316058	0.684624035088529	5.93555263165002	2.9285735485474e-09	4.33853607918792e-07
ENSMUSG00000050335	Lgals3	220.046596863872	4.22884469537045	0.71270602016868	5.93350494551678	2.96535063246283e-09	4.33853607918792e-07
ENSMUSG00000020150	Gamt	214.627481926459	4.42925664559408	0.748535322314992	5.91723130966718	3.27406099036178e-09	4.72956759772261e-07
ENSMUSG00000096525	Gm2663	148.414201065249	6.37515229682349	1.0819784357167	5.89212509822397	3.81260361686593e-09	5.43867905945925e-07
ENSMUSG00000029193	Cckar	463.562633878301	3.83610522189753	0.653178908226754	5.87297779150855	4.28035834345112e-09	6.03054931055113e-07
ENSMUSG00000025289	Prdx4	638.888185417236	3.55710679732007	0.609832710629052	5.83292226756885	5.44649455091297e-09	7.57992631890474e-07
ENSMUSG00000094808	1810009J06Rik	199.667527831036	5.336502639926	0.921365467801889	5.79194991175147	6.95738938637898e-09	9.56599128642854e-07
ENSMUSG00000025650	Col7a1	231.099760200372	4.40895884230371	0.762367316146632	5.78324745686724	7.32721549408835e-09	9.95454562125432e-07
ENSMUSG00000021922	Itih4	114.60275302227	6.42206105769506	1.117076830296	5.74898778984913	8.97793006100457e-09	1.20536632771981e-06
ENSMUSG00000005232	G6pc2	4064.66475721974	-4.15054515712015	0.7341519697867	-5.65352315042626	1.57191928184825e-08	2.08590033075026e-06
ENSMUSG00000078520	Cela3a	103.208376123326	6.27365996014325	1.1183178220382	5.60990787816397	2.02434344746535e-08	2.65538016350283e-06
ENSMUSG00000022490	Ppp1r1a	330.15874356093	-4.30129409673899	0.767766341122389	-5.60234783209039	2.11467658586836e-08	2.74235104521929e-06
ENSMUSG00000073987	Ggh	643.370178782278	3.52903542262086	0.636029713339554	5.54853861164947	2.88067271503114e-08	3.69373449707139e-06
ENSMUSG00000004821	Tmed11	157.629557337331	4.3536645321059	0.787018837199956	5.53184285600494	3.16883738604617e-08	3.97393101643505e-06
ENSMUSG00000044748	Defb1	134.161519502667	-4.20316803327257	0.759573130618791	-5.53359230841727	3.13737747478631e-08	3.97393101643505e-06
ENSMUSG00000027690	Slc2a2	674.607233796601	-3.32457379160184	0.602813770382962	-5.51509264542807	3.48596274960379e-08	4.32410944548679e-06
ENSMUSG00000044156	Hepacam2	353.248639707638	-3.60215375294036	0.65942468222639	-5.46257040421742	4.6928931687437e-08	5.75863406900034e-06
ENSMUSG00000068220	Lgals1	436.609855583674	3.84118593990952	0.703745346734122	5.45820438846998	4.80973812363921e-08	5.83922675180539e-06
ENSMUSG00000031897	Psmb10	385.873439979027	3.49927505182415	0.644106027273623	5.43276247023477	5.54882486249855e-08	6.66559887692984e-06
ENSMUSG00000029380	Cxcl1	498.2851219123	3.79200322443603	0.698787140481835	5.42654981003419	5.74537970173828e-08	6.82982012044138e-06
ENSMUSG00000020788	Atp2a3	907.202682216459	-3.25129506478422	0.60203591894417	-5.40050014040065	6.64553592981483e-08	7.8184387660873e-06
ENSMUSG00000073433	Arhgdig	355.502173845871	3.52499019751419	0.65511667256611	5.38070597975579	7.41942899764259e-08	8.63984935929564e-06
ENSMUSG00000005233	Spc25	351.809779561439	-3.86343184926129	0.729297589281078	-5.29746965579546	1.1741841001777e-07	1.35351403547757e-05
ENSMUSG00000024027	Glp1r	494.220346526565	-3.1462317166557	0.59804702130343	-5.26084338619153	1.43396135833536e-07	1.63643670213231e-05
ENSMUSG00000024857	Cabp2	153.898302611717	4.15186899451094	0.79607781458575	5.21540597971748	1.83415074591926e-07	2.07240874380501e-05
ENSMUSG00000054728	Phactr1	201.059254070813	-4.10203406665897	0.787307885115944	-5.21020320538881	1.88633913121306e-07	2.11048060445131e-05
ENSMUSG00000115441	Gm34759	62.0570641684506	-5.36445643674464	1.04206993905046	-5.14788521932874	2.63439602182029e-07	2.91880848553525e-05
ENSMUSG00000044933	Sstr3	201.289690683052	-3.61502955530615	0.705156958919451	-5.12656013612296	2.95083832644593e-07	3.23797759436548e-05
ENSMUSG00000032356	Rasgrf1	162.337620795305	-3.88175920322224	0.758248254006901	-5.1193777007852	3.06545482954427e-07	3.33171147759612e-05
ENSMUSG00000040687	Madd	370.745605048383	-3.18028014347765	0.623057016280531	-5.10431639541273	3.31992422932491e-07	3.57424295330715e-05
ENSMUSG00000055567	Unc80	210.802397259676	-3.72648213784489	0.73299273098882	-5.08392782124565	3.69708480559396e-07	3.94309643004096e-05
ENSMUSG00000074102	Rbm15b	615.106008929523	-3.00870355940539	0.593231424961008	-5.0717197923275	3.94236586533654e-07	4.16576659770561e-05
ENSMUSG00000040035	Disp2	468.114523441342	-3.24902918677702	0.642406863972168	-5.05758790727644	4.24592720543718e-07	4.44536892371092e-05
ENSMUSG00000009246	Trpm5	69.3593382286496	-5.04386445604117	0.997795336231003	-5.05500905134863	4.30370357213991e-07	4.46489683320552e-05
ENSMUSG00000037843	Vstm2l	97.2317787616193	-4.2743592176341	0.848093291343024	-5.03996348192463	4.65620684461379e-07	4.75313144906951e-05
ENSMUSG00000046613	Vwa5b2	228.864011793421	-3.77763578564225	0.749589025373772	-5.0396092495599	4.66483282768826e-07	4.75313144906951e-05
ENSMUSG00000001025	S100a6	450.952795087134	3.07128235606535	0.610795031354836	5.02833552730902	4.94755614597183e-07	4.99659387060447e-05
ENSMUSG00000049892	Rasd1	260.654470555715	-3.3169877358524	0.66018563863123	-5.02432579831567	5.05204122151064e-07	5.05735915963854e-05
ENSMUSG00000058427	Cxcl2	543.932859585295	3.84931124068658	0.766885364052261	5.01940892488367	5.18307113482094e-07	5.14340937309362e-05
ENSMUSG00000026409	Pfkfb2	118.50180697548	-3.86926479096354	0.773624554010063	-5.00147619527755	5.68929927851865e-07	5.5970933936599e-05
ENSMUSG00000011751	Sptbn4	165.808288293632	-4.41416624962281	0.883369579058364	-4.99696429927792	5.82398452822057e-07	5.68062490906437e-05
ENSMUSG00000040136	Abcc8	1571.43929165916	-3.5683948988718	0.717047227530991	-4.97651306896318	6.47399072123933e-07	6.26111712803247e-05
ENSMUSG00000030796	Tead2	186.336067266924	3.61635490667064	0.727337881471961	4.97204256617569	6.62511537978387e-07	6.30048472617446e-05
ENSMUSG00000007888	Crlf1	84.1142587978806	4.74541658146186	0.954340358257382	4.97245719559315	6.610957095683e-07	6.30048472617446e-05
ENSMUSG00000053398	Phgdh	652.252976705612	3.1361961596081	0.632769727314315	4.95629930483425	7.18485086855412e-07	6.7763238109041e-05
ENSMUSG00000028354	Fmn2	108.082654564361	-4.15906734499519	0.839618057064991	-4.95352298583695	7.28817444487167e-07	6.81743006269471e-05
ENSMUSG00000020182	Ddc	381.845303126267	-3.26844374790288	0.662521742374526	-4.93333809119764	8.08360530420492e-07	7.45523127298732e-05
ENSMUSG00000051166	Eml5	185.744270160927	-3.39704450380209	0.688646917529402	-4.9329263187431	8.10067190545415e-07	7.45523127298732e-05
ENSMUSG00000058297	Spock2	566.308603773452	-3.07973072142107	0.626158413183975	-4.91845299300674	8.72308585503374e-07	7.96382846221161e-05
ENSMUSG00000044734	Serpinb1a	232.88241855245	3.45225597804339	0.702573759176855	4.91372746697528	8.9360945878623e-07	8.093548526721e-05
ENSMUSG00000010064	Slc38a3	207.74802380041	3.56683512915882	0.727917251668727	4.90005577005074	9.58094548419168e-07	8.60927164296027e-05
ENSMUSG00000040147	Maob	169.391411664185	-3.43802762764965	0.704620387627544	-4.87926220702396	1.06483421338408e-06	9.49366253370246e-05
ENSMUSG00000024659	Anxa1	261.91000297843	3.70861088486871	0.760908530209287	4.87392470662494	1.09402700536927e-06	9.67832262424354e-05
ENSMUSG00000027875	Hmgcs2	1055.16690455951	2.76038422162143	0.568371766973459	4.85665260313735	1.19386779649435e-06	0.000104803225335335
ENSMUSG00000115190	Gm49542	45.415998599137	-6.54363038954293	1.34797332419122	-4.85442127978988	1.20738819077047e-06	0.000105181023153226
ENSMUSG00000006204	Cdcp3	103.954168891469	4.24991152279715	0.878375636672183	4.8383759127227	1.30904381775129e-06	0.000113172788243771
ENSMUSG00000030560	Ctsc	230.593733315446	3.32137560672205	0.689624925108031	4.81620586176138	1.46313577839599e-06	0.00012554365039891
ENSMUSG00000108604	Gm44850	54.0258735950843	-5.21592566260957	1.08595162631427	-4.80309208644261	1.56233988313199e-06	0.000133055393629121
ENSMUSG00000074264	Amy1	156.847981666662	3.83112392929801	0.800669338003483	4.78490151608796	1.71071192910188e-06	0.000144612181740079
ENSMUSG00000070577	Gm572	95.7198640099037	-4.08196766035663	0.855378122099678	-4.77212072052616	1.82296178591025e-06	0.000152967940447116
ENSMUSG00000097927	Gm6999	42.8403510669823	-6.26441004332296	1.31376394294796	-4.76829195758427	1.85794400806876e-06	0.000154765379708618
ENSMUSG00000020635	Fkbp1b	110.180308594016	-3.93483507776081	0.825784263644165	-4.76496737827926	1.88884206051048e-06	0.000156199026047431
ENSMUSG00000031303	Map3k15	314.357288725306	-3.60842579243716	0.758981634910764	-4.75429921682021	1.99135930931413e-06	0.000162324231699234
ENSMUSG00000052516	Robo2	85.689440049526	-4.23509305364149	0.890733526945749	-4.75461282810727	1.98827078854798e-06	0.000162324231699234
ENSMUSG00000061601	Pclo	190.623816732318	-3.38342835689202	0.712741201986319	-4.74706435865196	2.06390294686994e-06	0.000167044400210495
ENSMUSG00000079620	Muc4	130.888450048772	-3.52169087083234	0.743071380232602	-4.73937089291469	2.14382780053699e-06	0.000172291287744565
ENSMUSG00000028137	Celf3	329.763485349844	-3.23202560599255	0.682208836358789	-4.7375897727199	2.16275058263363e-06	0.000172596570972133
ENSMUSG00000083079	Amy2b	255.732557064488	3.46618221598834	0.732354539650777	4.73292924167737	2.21302652563025e-06	0.000175382352156197
ENSMUSG00000041592	Sdk2	106.646990996658	-3.91438186007652	0.829301808641132	-4.72009323902296	2.3573656236119e-06	0.000185532803425234
ENSMUSG00000033350	Chst2	194.749440061408	3.35602056599797	0.713770803410413	4.70181821666399	2.57855016759292e-06	0.000201550784332674
ENSMUSG00000035783	Acta2	416.901151126702	2.89542882988985	0.616613663126181	4.69569359720358	2.65703577310012e-06	0.000206272736344344
ENSMUSG00000045903	Npas4	118.897003064345	-3.6286662765984	0.773235818192116	-4.69283262780364	2.69447929868146e-06	0.000207766201057789
ENSMUSG00000055409	Nell1	193.134295754594	-3.89989468292867	0.832712411572293	-4.68336322208174	2.82205790030796e-06	0.000216143119183319
ENSMUSG00000034648	Lrrn1	215.083281635793	-3.23758530303652	0.691732207335435	-4.68040271755996	2.86311946317713e-06	0.000217826128758516
ENSMUSG00000021803	Cdhr1	72.4901567483739	-4.60641110026981	0.988408845372207	-4.66043087517612	3.15548122711045e-06	0.00023847915075354
ENSMUSG00000030873	Scnn1b	197.685493696837	-3.98844579246029	0.856334150840681	-4.65758114229679	3.19946333799358e-06	0.000240212339560413
ENSMUSG00000002289	Angptl4	126.058274750501	3.79630564736886	0.818219698828169	4.63971431243445	3.4889115475929e-06	0.000260231755432223
ENSMUSG00000021194	Chga	15636.512947156	-3.46516069038894	0.748474079686233	-4.62963352296924	3.66313459148056e-06	0.000271452545181663
ENSMUSG00000001901	Kcnh6	95.2265863622189	-3.81430775040674	0.82789729095251	-4.60722337431291	4.08081552625853e-06	0.000300453334101048
ENSMUSG00000025738	Fbxl16	261.262300700785	-3.0676852993688	0.668389793454468	-4.58966508676613	4.43957757905855e-06	0.000324772175206514
ENSMUSG00000034701	Neurod1	176.487271172891	-3.53216559965848	0.77326068606858	-4.56788462583913	4.92671072588536e-06	0.000358112247157985
ENSMUSG00000023473	Celsr3	155.605971409772	-3.56652261624198	0.783141290739336	-4.55412408771723	5.2604299538478e-06	0.000379949535653868
ENSMUSG00000056553	Ptprn2	741.681025354886	-2.76725619411034	0.608888300557004	-4.54476821377399	5.49957381018056e-06	0.000394724127809941
ENSMUSG00000033740	St18	135.394134639284	-3.45342620613627	0.761117855680071	-4.53730809277964	5.69768383994445e-06	0.000403863155164261
ENSMUSG00000030017	Reg3g	77.1910489718037	4.24139729336098	0.934569671023546	4.53834253867428	5.66981088960421e-06	0.000403863155164261
ENSMUSG00000040152	Thbs1	1494.40642346798	2.55669135580123	0.566181108783727	4.51567760940228	6.3114622258993e-06	0.000444607450135573
ENSMUSG00000014602	Kif1a	311.174923360328	-2.82846549131024	0.626846888718992	-4.51221110324152	6.4155286404983e-06	0.000449165722977709
ENSMUSG00000028976	Slc2a5	294.602541383568	-3.34448861372407	0.741717412273016	-4.50911433166276	6.50988210614805e-06	0.000452992528020497
ENSMUSG00000045967	Gpr158	76.5710032607092	-4.23616359993732	0.941523910772201	-4.4992628986586	6.8189486437578e-06	0.000471623284379176
ENSMUSG00000058153	Sez6l	216.030282591821	-3.59265057032285	0.802602375153771	-4.47625210383227	7.59647783020034e-06	0.000522234969868953
ENSMUSG00000039470	Zdhhc2	193.585256629043	-3.34445990866044	0.749829448929126	-4.46029415547342	8.18472374630403e-06	0.000559305792771386
ENSMUSG00000074398	Gm15441	56.2209763133815	5.98488857384697	1.34500137214845	4.44972674212738	8.59796141706912e-06	0.000578743533859435
ENSMUSG00000109394	A230057D06Rik	62.4148066534994	-4.35806386626469	0.979029038025732	-4.45141430641626	8.5306574836196e-06	0.000578743533859435
ENSMUSG00000021268	Meg3	1593.09744428177	-2.96731321120258	0.666940215561043	-4.44914422907669	8.62131096706133e-06	0.000578743533859435
ENSMUSG00000032186	Tmod2	262.567800901008	-3.16884424818689	0.713786958987779	-4.43948184859054	9.01757193396868e-06	0.00060180427433012
ENSMUSG00000026072	Il1r1	429.681018646906	-3.06179592788815	0.691828601146582	-4.42565676355932	9.61493022060845e-06	0.00063425192877216
ENSMUSG00000040543	Pitpnm3	151.908312011111	-3.29708208012739	0.744883218788859	-4.42630736867487	9.58599068986562e-06	0.00063425192877216
ENSMUSG00000027168	Pax6	332.55982668612	-3.16592834228357	0.716692011999798	-4.41741820653146	9.98868503657614e-06	0.000647675418394357
ENSMUSG00000027984	Hadh	920.325933283346	-2.53085126578356	0.572687983247416	-4.41924981808142	9.90441045636644e-06	0.000647675418394357
ENSMUSG00000034855	Cxcl10	226.002054732804	3.06562882861526	0.693906738909252	4.4179262957355	9.96523886794447e-06	0.000647675418394357
ENSMUSG00000028179	Cth	70.5509225565545	4.9587452413402	1.128099445404	4.39566322059874	1.10435043919905e-05	0.000712025266222571
ENSMUSG00000021127	Zfp36l1	611.668211843319	2.72378257857871	0.620193593267145	4.39182637187523	1.12402448033493e-05	0.000720638616268661
ENSMUSG00000017344	Vtn	144.948992202124	3.23973821384127	0.738113041430974	4.38921687057638	1.13759579534131e-05	0.000725264984158382
ENSMUSG00000046157	Tmem229b	130.18951460874	-3.31396215181276	0.759180846987331	-4.36518145177609	1.27017277601441e-05	0.000805289539993133
ENSMUSG00000034990	Otoa	35.0593267451374	-6.1808014849726	1.42471033678922	-4.33828640487153	1.43597948540479e-05	0.000905381098753559
ENSMUSG00000029467	Atp2a2	2007.31179925921	-2.39533918275441	0.552479867759335	-4.33561351741026	1.45354137631576e-05	0.000911418361896453
ENSMUSG00000020592	Sdc1	171.60857606595	3.06472107779226	0.708093399286358	4.32813112066995	1.50379938041902e-05	0.000937779154608846
ENSMUSG00000027737	Slc7a11	72.9697008180871	6.34141645560763	1.46841943981429	4.31853207855219	1.57070395108826e-05	0.000974177907055393
ENSMUSG00000026347	Tmem163	72.9088662722499	-3.98209836029066	0.923091067891292	-4.31387378645897	1.60418551820928e-05	0.000989565682908342
ENSMUSG00000053279	Aldh1a1	289.305438404361	2.81330662890848	0.652784218193089	4.30970380487404	1.63473345562749e-05	0.00100298807503338
ENSMUSG00000019970	Sgk1	706.119698093884	2.55819300706133	0.594595436805015	4.30240941775044	1.68950749776914e-05	0.00103105131361184
ENSMUSG00000030263	Lrmp	53.1133321448454	5.299364102469	1.23215836809192	4.30087904258233	1.70121906718599e-05	0.00103267616993226
ENSMUSG00000040860	Crocc	126.366476420518	-3.4656722265604	0.808926631484849	-4.28428499158062	1.83327797728848e-05	0.00110695070247705
ENSMUSG00000097715	Gpr137b-ps	255.445744114896	-2.80219519936593	0.655488418347877	-4.27497286134927	1.91160578443994e-05	0.00114817080063308
ENSMUSG00000029322	Plac8	103.687374518383	3.56198140460268	0.834097577658217	4.27046127457074	1.95069091503584e-05	0.00116551228913031
ENSMUSG00000031748	Gnao1	413.080603259904	-2.85121824797546	0.668047786083883	-4.26798547554418	1.97246167060979e-05	0.00117238190546869
ENSMUSG00000025813	Homer2	62.1058070372327	4.77327846518216	1.1187242042597	4.26671600293194	1.98371423052064e-05	0.00117296097402599
ENSMUSG00000040721	Zfhx2	124.673004528701	-3.25891616339972	0.764277265739909	-4.26404959232264	2.00754856645805e-05	0.0011809352701247
